 Title Location eBaySite StartDateTime EndDateTime Category ListingType ItemCondition ListingSold ShippingLocations ShippingCost EndingPrice Currency
14 "Probotector Alien Rebels ~ Super Nintendo SNES Game Collectors NES N64" "Regno Unito" EBAY-GB 2016-04-09T20:05:40.000Z 2016-04-14T20:05:40.000Z Games Auction 5000 EndedWithSales AU 15.24 104.15 EUR
15 "Jeux Nintendo NES Probotector Rare Jeux NES " Francia EBAY-FR 2016-04-09T19:53:54.000Z 2016-04-14T19:53:54.000Z Jeux Auction 5000 EndedWithSales Worldwide 24.95 17.5 EUR
16 "PROBOTECTOR für NES Nintendo Entertainment System nur Modul " Germania EBAY-DE 2015-05-30T17:41:25.000Z 2016-04-14T19:27:17.000Z "PC- & Videospiele" StoreInventory 6000 EndedWithSales Worldwide 4.9 41.6 EUR
17 "Probotector OVP/CIB boxed Nintendo NES PAL-B" Germania EBAY-DE 2016-03-15T14:06:28.000Z 2016-04-14T14:06:28.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 6.0 97.49 EUR
18 "Probotector II return of the evil forces nes, pal B version " Spagna EBAY-ES 2016-04-03T17:46:41.000Z 2016-04-13T17:46:41.000Z Videojuegos FixedPrice 4000 EndedWithoutSales Europe 9.9 69.9 EUR
19 "NES PROBOTECTOR KONAMI VERSIONE B COME NUOVO COMPLETO RARO!!!!!!" Catania,Italia EBAY-IT 2016-04-01T18:55:11.000Z 2016-04-11T18:55:11.000Z Giochi FixedPrice 2750 EndedWithoutSales IT 10.0 43.0 EUR
20 "PROBOTECTOR JEU NES NINTENDO" Francia EBAY-FR 2016-04-07T19:53:59.000Z 2016-04-10T19:53:59.000Z Jeux FixedPrice 5000 EndedWithoutSales Worldwide 18.0 30.0 EUR
21 "Probotector 1 FRA  nintendo NES" Francia EBAY-FR 2016-03-28T20:54:19.000Z 2016-04-07T20:54:19.000Z Jeux FixedPrice 5000 EndedWithoutSales Americas 15.0 69.0 EUR
22 "Nintendo NES Probotector PAL B. ORIGINAL. tested. Cart only." Irlanda EBAY-ES 2016-04-02T18:36:50.000Z 2016-04-07T07:05:43.000Z Videojuegos FixedPrice 4000 EndedWithSales Americas 7.0 33.0 EUR
23 "Probotector 2 - Nintendo NES - Complete - PAL FRA" Spagna EBAY-ES 2016-03-27T18:29:35.000Z 2016-04-06T18:29:35.000Z Videojuegos FixedPrice 5000 EndedWithoutSales Worldwide 12.0 129.0 EUR
24 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-03-06T19:40:51.000Z 2016-04-05T19:40:51.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales US 4.0 39.99 EUR
25 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-03-06T19:39:46.000Z 2016-04-05T19:39:46.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales US 4.0 39.99 EUR
26 "Probotector 2 - Nintendo NES game Pal A  " "Regno Unito" EBAY-GB 2016-03-12T11:04:12.000Z 2016-04-05T15:03:50.000Z Games FixedPrice 5000 EndedWithSales Worldwide 6.35 63.49 EUR
27 "PROBOTECTOR KONAMI NINTENDO NES 8 BIT ITALIANO PAL A ITA LOTTO" Marghera,Italia EBAY-IT 2016-02-03T13:55:14.000Z 2016-04-04T18:39:21.000Z Giochi StoreInventory 4000 EndedWithSales AU 7.5 27.5 EUR
28 "PROBOTECTOR JEU NES NINTENDO" Francia EBAY-FR 2016-04-01T13:47:30.000Z 2016-04-04T13:47:30.000Z Jeux FixedPrice 5000 EndedWithoutSales Worldwide 18.0 30.0 EUR
29 "Probotector 1 / Nes / OVP+Anleitung / PAL B / Contra / Nintendo / Super / " Germania EBAY-DE 2016-03-31T21:24:16.000Z 2016-04-03T21:24:16.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Europe 17.0 62.0 EUR
30 "Probotector 2 / Nes / OVP+Anleitung / PAL B / Contra / Nintendo / Super / " Germania EBAY-DE 2016-03-31T21:22:32.000Z 2016-04-03T21:22:32.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Europe 17.0 93.92 EUR
31 "Nintendo NES Spiel PROBOTECTOR 2 Return of Evil Forces inkl. OVP und Anleitung" Germania EBAY-DE 2016-03-29T18:00:20.000Z 2016-04-03T18:00:20.000Z "PC- & Videospiele" Auction 4000 EndedWithSales EuropeanUnion 15.0 121.0 EUR
32 "Nintendo NES Spiel PROBOTECTOR inkl. OVP und Anleitung" Germania EBAY-DE 2016-03-29T17:45:29.000Z 2016-04-03T17:45:29.000Z "PC- & Videospiele" Auction 4000 EndedWithSales EuropeanUnion 15.0 62.0 EUR
33 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-03-03T19:20:04.000Z 2016-04-02T19:20:04.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales US 4.0 39.99 EUR
34 "Super Probotector Alien Rebels Pal Gig Super Nintendo Snes Contra (no Nes)" Carini,Italia EBAY-IT 2016-03-23T14:44:15.000Z 2016-04-02T14:44:15.000Z Giochi FixedPrice 4000 EndedWithoutSales DE 7.0 30.0 EUR
35 "Jeu nintendo nes Probotector 2 en boite" Francia EBAY-FR 2016-04-02T09:04:31.000Z 2016-04-02T13:24:20.000Z Jeux FixedPrice 5000 EndedWithSales Worldwide 12.0 70.0 EUR
36 "jeu nintendo nes probotector alien rebel" Francia EBAY-FR 2016-03-26T13:12:54.000Z 2016-04-02T13:12:54.000Z Jeux Auction 5000 EndedWithSales Worldwide 9.9 37.5 EUR
37 "Probotector 2 - Return of the Evil Forces - Nintendo NES (1470)" Germania EBAY-DE 2016-03-03T20:21:59.000Z 2016-04-01T17:12:20.000Z "PC- & Videospiele" FixedPrice 5000 EndedWithSales Worldwide 3.7 44.44 EUR
38 "NINTENDO NES ""PROBOTECTOR"" KONAMI  COMPLETO NUOVO PAL A ISTRUZIONI IN ITALIANO" Cecchignola,Italia EBAY-IT 2016-03-21T15:14:35.000Z 2016-03-31T15:14:35.000Z Giochi FixedPrice 1000 EndedWithoutSales IT 7.0 65.0 EUR
39 "Probotector Nintendo Nes Spiel Game Retro Vintage (33) " Germania EBAY-DE 2016-03-20T18:21:16.000Z 2016-03-30T18:21:16.000Z "PC- & Videospiele" Auction 6000 EndedWithSales Worldwide 5.0 30.5 EUR
40 "PROBOTECTOR JEU NES NINTENDO" Francia EBAY-FR 2016-03-25T20:04:47.000Z 2016-03-28T20:04:47.000Z Jeux FixedPrice 5000 EndedWithoutSales Worldwide 18.0 30.0 EUR
41 "PROBOTECTOR__NES_NINTENDO__PAL / ESPAÑA__FOTOS DENTRO__CIB" Spagna EBAY-ES 2016-03-18T01:07:48.000Z 2016-03-28T01:07:48.000Z Videojuegos FixedPrice 5000 EndedWithoutSales Americas 12.85 99.95 EUR
42 "NINTENDO NES SPIEL  @   Probotector @   PAL- B  @  Modul" Germania EBAY-DE 2016-02-25T18:23:36.000Z 2016-03-26T18:23:36.000Z "PC- & Videospiele" FixedPrice 6000 EndedWithoutSales EuropeanUnion 16.7 49.0 EUR
43 "NES PROBOTECTOR KONAMI VERSIONE B COME NUOVO COMPLETO RARO!!!!!!" Catania,Italia EBAY-IT 2016-03-16T16:35:15.000Z 2016-03-26T16:35:15.000Z Giochi FixedPrice 2750 EndedWithoutSales IT 10.0 43.0 EUR
44 "Probotector, 1 Nintendo NES Spiel" Germania EBAY-DE 2016-02-25T10:12:59.000Z 2016-03-26T10:12:59.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithoutSales Europe 5.9 79.99 EUR
45 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-03-03T18:50:24.000Z 2016-03-26T00:30:21.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales US 4.0 39.99 EUR
46 "Jeu nintendo nes Probotector 2 en boite" Francia EBAY-FR 2016-03-15T13:10:55.000Z 2016-03-25T13:10:55.000Z Jeux Auction 5000 EndedWithoutSales Worldwide 12.0 70.0 EUR
47 "Gioco Nes Nintendo 8 Bit Probotector Pal A Usato, Retro console, Games Retro" Torino,Italia EBAY-IT 2016-02-24T11:18:02.000Z 2016-03-25T11:18:02.000Z Giochi StoreInventory 5000 EndedWithoutSales Europe 8.49 39.99 EUR
48 "Probotector Mattel Konami Nintendo NES PAL con scatola, polistirolo, istruzioni" Maretto,Italia EBAY-IT 2016-03-14T16:56:07.000Z 2016-03-22T18:27:38.000Z Giochi FixedPrice 5000 EndedWithSales Worldwide 9.9 65.0 EUR
49 "Nintendo NES Spiel - Probotector / PAL B / Nur Modul / Kult Spiel! " Germania EBAY-DE 2016-03-20T20:31:11.000Z 2016-03-21T14:14:00.000Z "PC- & Videospiele" FixedPrice 4000 EndedWithSales Europe 6.9 29.99 EUR
50 "PROBOTECTOR NINTENDO NES FRIDGE MAGNET IMAN NEVERA" Spagna EBAY-ES 2015-11-10T22:36:10.000Z 2016-03-21T13:36:08.000Z Imanes StoreInventory 1000 EndedWithoutSales AU 1.3 1.99 EUR
51 "Super Probotector Alien Rebels - SNES Video Game PAL Version Super NES Nintendo" "Regno Unito" EBAY-GB 2016-03-19T20:08:52.000Z 2016-03-20T21:32:49.000Z Games FixedPrice 5000 EndedWithSales Worldwide 6.99 31.75 EUR
52 "Probotector - Nintendo NES game Pal A  " "Regno Unito" EBAY-GB 2016-03-12T11:02:50.000Z 2016-03-16T00:31:40.000Z Games FixedPrice 5000 EndedWithSales Worldwide 6.35 44.44 EUR
53 "PROBOTECTOR KONAMI NINTENDO NES 8 BIT ITALIANO PAL A ITA LOTTO" Amendola,Italia EBAY-IT 2016-03-12T14:52:20.000Z 2016-03-15T14:52:20.000Z Giochi Auction 6000 EndedWithSales IT 5.0 12.0 EUR
54 "Probotector ( Contra)  ( V. Española)( Nintendo Nes -Pal B) envio combinado" Spagna EBAY-ES 2016-03-06T20:08:37.000Z 2016-03-14T20:30:38.000Z Videojuegos StoreInventory 5000 EndedWithSales Worldwide 16.01 29.99 EUR
55 "NES Spiel PROBOTECTOR II - RETURN OF THE EVIL FORCES + ORIGINAL SCHUBER – HÜLLE" Germania EBAY-DE 2016-02-11T15:35:25.000Z 2016-03-12T14:11:59.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithoutSales Worldwide 6.95 43.95 EUR
56 "Nintendo NES Probotector PAL - EEC" Francia EBAY-FR 2015-10-14T09:49:50.000Z 2016-03-12T11:27:48.000Z Jeux StoreInventory 5000 EndedWithSales Worldwide 7.0 49.99 EUR
57 "JEU NES NINTENDO PROBOTECTOR II RETURN OF THE EVIL FORCES 1985 TRES BON ETAT" Francia EBAY-FR 2016-03-03T19:37:02.000Z 2016-03-10T19:37:02.000Z Jeux Auction 2750 EndedWithSales Worldwide 19.0 25.39 EUR
58 "Probotector II NES Spiel nur das Modul" Germania EBAY-DE 2016-03-06T19:49:09.000Z 2016-03-10T18:05:48.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales US 4.0 42.99 EUR
59 "Nintendo NES Spiel: PROBOTECTOR 2 RETURN OF THE EVIL FORCES " Germania EBAY-DE 2016-02-29T15:35:52.000Z 2016-03-10T15:35:52.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Worldwide 7.0 32.38 EUR
60 "PROBOTECTOR CONTRA PAL NES per Nintendo completo in scatola complete in box" Milano,Italia EBAY-IT 2016-03-02T21:02:01.000Z 2016-03-09T21:02:01.000Z Giochi Auction 5000 EndedWithSales Worldwide 8.5 137.0 EUR
61 "Probotector II NES Spiel nur das Modul" Germania EBAY-DE 2016-03-06T19:45:22.000Z 2016-03-08T09:47:29.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales US 4.0 42.99 EUR
62 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-02-17T15:34:38.000Z 2016-03-08T09:47:20.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales US 4.0 39.99 EUR
63 "Probotector (Contra) Nintendo NES PAL MULTI Mattel Completo CIB Konami" Galliate,Italia EBAY-IT 2016-02-29T17:35:50.000Z 2016-03-07T17:35:50.000Z Giochi Auction 5000 EndedWithSales Worldwide 10.0 35.5 EUR
64 "CONTRA 1 / NES / OVP+Anleitung / US-NTSC Version / Nintendo / Probotector" Germania EBAY-DE 2016-03-03T21:57:45.000Z 2016-03-06T21:57:45.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Europe 17.0 49.01 EUR
65 "PROBOTECTOR II (2) RETURN OF THE EVIL FORCES - Nintendo (NES) Console Video Game" "Regno Unito" EBAY-GB 2016-02-28T20:39:13.000Z 2016-03-06T20:39:13.000Z Games Auction 4000 EndedWithSales Worldwide 7.62 44.45 EUR
66 "Spiel: PROBOTECTOR II (2) RETURN OF THE EVIL FORCES NES Nintendo - guter Zustand" Germania EBAY-DE 2016-02-19T15:30:16.000Z 2016-03-05T18:41:14.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales Worldwide 5.5 43.79 EUR
67 "NINTENDO NES PROBOTECTOR KONAMI LOOK PHOTO" Borello,Italia EBAY-IT 2015-06-27T10:44:35.000Z 2016-03-03T14:31:49.000Z Giochi FixedPrice 6000 EndedWithSales AU 8.0 42.42 EUR
68 "PROBOTECTOR NINTENDO NES PAL UK" Spagna EBAY-ES 2016-02-27T16:59:19.000Z 2016-03-01T16:59:19.000Z Videojuegos Auction 6000 EndedWithSales Worldwide 10.0 35.0 EUR
69 "Original Probotector Nintendo NES CIB OVP Seltener sehr guter Zustand Sammlung" Germania EBAY-DE 2016-02-06T12:56:59.000Z 2016-03-01T14:36:47.000Z "PC- & Videospiele" FixedPrice 4000 EndedWithSales Europe 12.99 99.0 EUR
70 "PROBOTECTOR NINTENDO NES" Francia EBAY-FR 2016-02-21T20:21:48.000Z 2016-02-28T10:42:25.000Z Jeux FixedPrice 5000 EndedWithSales EuropeanUnion 6.5 20.5 EUR
71 "PROBOTECTOR  PER NINTENDO NES PAL A ITA" Cattanea,Italia EBAY-IT 2016-02-15T21:35:15.000Z 2016-02-22T21:35:15.000Z Giochi Auction 4000 EndedWithSales Europe 1.28 7.9 EUR
72 "SUPER NES Probotector Alien Rebels PAL mit OVP und Anleitung Nintendo supernes " Germania EBAY-DE 2016-02-14T19:41:43.000Z 2016-02-21T19:41:43.000Z "PC- & Videospiele" Auction 5000 EndedWithSales EuropeanUnion 10.99 96.91 EUR
73 "Probotector 2 II / Contra / NES / Nintendo / PAL B / OVP+Anleitung / super!!" Germania EBAY-DE 2016-02-14T18:20:22.000Z 2016-02-21T18:20:22.000Z "PC- & Videospiele" Auction 4000 EndedWithSales Europe 17.0 92.57 EUR
74 "Probotector / Contra / NES / Nintendo / PAL B / OVP+Anleitung / super!!" Germania EBAY-DE 2016-02-14T18:18:35.000Z 2016-02-21T18:18:35.000Z "PC- & Videospiele" Auction 4000 EndedWithSales Europe 17.0 77.66 EUR
75 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-02-17T15:39:19.000Z 2016-02-21T17:39:39.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales US 4.0 39.99 EUR
76 "JUEGO♦PROBOTECTOR♦NINTENDO NES♦COMPLETO♦PAL B" Spagna EBAY-ES 2015-12-31T12:49:43.000Z 2016-02-19T09:10:36.000Z Videojuegos StoreInventory 6000 EndedWithSales EuropeanUnion 10.0 60.0 EUR
77 "PROBOTECTOR           -----   pour NINTENDO NES" Francia EBAY-FR 2016-02-15T09:58:02.000Z 2016-02-18T18:06:20.000Z Jeux StoreInventory 4000 EndedWithSales Worldwide 5.0 32.0 EUR
78 "Probotector megadrive. nes nintendo sega " Spagna EBAY-ES 2016-02-11T19:42:37.000Z 2016-02-16T19:42:37.000Z Videojuegos Auction 5000 EndedWithSales Europe 10.0 148.49 EUR
79 "SUPER PROBOTECTOR  ALIENS REBELS         ---   pour SUPER NES NINTENDO / SNES" Francia EBAY-FR 2016-01-10T20:14:56.000Z 2016-02-16T01:35:17.000Z Jeux FixedPrice 4000 EndedWithSales Worldwide 5.0 41.6 EUR
80 "Nintendo ES - NES Spiel PROBOTECTOR II - RETURN OF THE EVIL FORCES " Germania EBAY-DE 2015-11-12T15:00:44.000Z 2016-02-10T17:03:33.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithSales Worldwide 6.95 43.45 EUR
81 "NES Spiel PROBOTECTOR II - RETURN OF THE EVIL FORCES + ORIGINAL SCHUBER – HÜLLE" Germania EBAY-DE 2015-11-12T15:00:58.000Z 2016-02-10T14:25:30.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithSales Worldwide 6.95 45.45 EUR
82 "Probotector NES Nintendo Konami Contra PAL" "Regno Unito" EBAY-GB 2016-02-04T13:53:30.000Z 2016-02-10T08:46:47.000Z "Other Video Games & Consoles" FixedPrice 5000 EndedWithSales US 11.53 29.19 EUR
83 "Original Probotector Nintendo Entertainment System NES Toller Zustand CIB OVP" Germania EBAY-DE 2016-01-15T17:43:10.000Z 2016-02-05T11:39:03.000Z "PC- & Videospiele" FixedPrice 5000 EndedWithSales Europe 13.99 72.5 EUR
84 "PROBOTECTOR NINTENDO NES" Francia EBAY-FR 2016-02-02T20:13:21.000Z 2016-02-05T08:23:46.000Z Jeux FixedPrice 4000 EndedWithSales EuropeanUnion 6.2 34.0 EUR
85 "Probotector NES Spiel nur das Modul" Germania EBAY-DE 2016-01-22T10:21:03.000Z 2016-02-04T15:01:38.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales US 4.0 39.99 EUR
86 "PROBOTECTOR Nintendo NES GAME Cart Pal A ~ Tested ~ Fast Post" "Regno Unito" EBAY-GB 2016-01-28T20:45:56.000Z 2016-02-04T12:56:38.000Z Games StoreInventory 5000 EndedWithSales Worldwide 3.81 38.09 EUR
87 "Nintendo NES Probotector - Spiel - Game #AI" Germania EBAY-DE 2016-01-09T16:17:45.000Z 2016-02-03T22:34:33.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales EuropeanUnion 17.0 34.9 EUR
88 "PROBOTECTOR NINTENDO NES ENVÍO 24/48H " Spagna EBAY-ES 2015-06-26T08:56:56.000Z 2016-02-01T21:21:41.000Z Videojuegos StoreInventory 4000 EndedWithSales Worldwide 9.9 35.0 EUR
89 "PROBOTECTOR NINTENDO NES KEYRING LLAVERO" Spagna EBAY-ES 2016-01-10T12:27:57.000Z 2016-02-01T20:15:42.000Z Otros StoreInventory 1000 EndedWithoutSales Worldwide 1.3 1.99 EUR
90 "PROBOTECTOR - NINTENDO NES - PAL ESPAÑA B - SUPER CONTRA" Spagna EBAY-ES 2014-12-16T22:46:50.000Z 2016-02-01T19:51:01.000Z Videojuegos StoreInventory 4000 EndedWithSales Worldwide 12.0 72.99 EUR
91 "Jeu Nintendo NES Probotector 2 Return of the Evil Forces complet FR" Francia EBAY-FR 2016-01-31T19:27:01.000Z 2016-02-01T18:06:00.000Z Jeux FixedPrice 5000 EndedWithSales Worldwide 9.0 130.0 EUR
92 "Nintendo NES // Probotector 1 (Contra) + OVP + Anleitung // dt. PAL B" Germania EBAY-DE 2016-01-07T20:34:48.000Z 2016-01-30T22:58:05.000Z "PC- & Videospiele" FixedPrice 4000 EndedWithSales Worldwide 5.6 99.99 EUR
93 "NINTENDO NES PROBOTECTOR NUR DIE OVP MIT ANLEITUNG OHNE SPIEL" Germania EBAY-DE 2016-01-29T12:32:14.000Z 2016-01-29T20:52:48.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales Worldwide 6.99 39.99 EUR
94 "Probotector Nes Nintendo Good Condition PAL A" "Regno Unito" EBAY-GB 2015-12-01T13:14:40.000Z 2016-01-26T19:44:39.000Z Games StoreInventory 6000 EndedWithSales Worldwide 13.34 38.09 EUR
95 "NES - Probotector - (OVP)" Germania EBAY-DE 2016-01-26T14:45:02.000Z 2016-01-26T17:05:55.000Z "PC- & Videospiele" FixedPrice 5000 EndedWithSales Worldwide 6.5 49.95 EUR
0 "Kirby's Adventure- Nintendo Entertainment System NES - Pal A - Australian Seller" Birkenhead,SA,Australia EBAY-AU 2016-04-09T11:10:02.000Z 2016-04-21T08:59:54.000Z Games FixedPrice 4000 EndedWithoutSales AU 4.95 43.95 AUD
1 "Kirby's Adventure Nintendo NES UK VERSION *Working*" "South Yarra,VIC,Australia" EBAY-AU 2016-04-16T12:17:28.000Z 2016-04-19T08:47:23.000Z Games Auction 5000 EndedWithoutSales Worldwide 0.0 55.0 AUD
2 "Nintendo (NES) Console Game - Kirby's Adventure - RARE" Boronia,VIC,Australia EBAY-AU 2016-04-09T01:54:21.000Z 2016-04-19T01:54:21.000Z Games FixedPrice 5000 EndedWithoutSales AU 0.0 69.0 AUD
3 "Futurist Performance (PAJ Books) Kirby, Michael/ Kirby, Victoria Nes" "United Kingdom" EBAY-AU 2016-03-18T13:33:34.000Z 2016-04-17T13:33:34.000Z Textbooks FixedPrice 1000 EndedWithoutSales Worldwide 7.5 33.81 AUD
4 "Kirby's Adventure Nintendo NES UK VERSION *Working*" "South Yarra,VIC,Australia" EBAY-AU 2016-04-09T12:17:17.000Z 2016-04-16T12:17:17.000Z Games Auction 5000 EndedWithoutSales Worldwide 0.0 55.0 AUD
5 "Kirby's Adventure NES NTSC" Rosebud,VIC,Australia EBAY-AU 2016-04-07T09:07:22.000Z 2016-04-14T09:07:22.000Z Games Auction 5000 EndedWithSales Worldwide 0.0 27.0 AUD
6 "Nintendo NES Kirby's Adventure PAL AUS Seller In Box" Rye,VIC,Australia EBAY-AU 2016-03-13T07:09:20.000Z 2016-04-12T07:09:20.000Z Games StoreInventory 5000 EndedWithoutSales AU 0.0 170.0 AUD
7 "Kirby's Adventure NES" Niddrie,VIC,Australia EBAY-AU 2016-04-08T16:37:35.000Z 2016-04-11T09:35:51.000Z Games FixedPrice 6000 EndedWithSales AU 0.0 39.5 AUD
8 "Kirby's Adventure Nintendo NES UK VERSION *Working*" "South Yarra,VIC,Australia" EBAY-AU 2016-04-02T12:16:54.000Z 2016-04-09T12:16:54.000Z Games Auction 5000 EndedWithoutSales Worldwide 0.0 55.0 AUD
9 "Nintendo (NES) Console Game - Kirby's Adventure - RARE" Boronia,VIC,Australia EBAY-AU 2016-03-30T01:54:11.000Z 2016-04-09T01:54:11.000Z Games FixedPrice 5000 EndedWithoutSales AU 0.0 69.0 AUD
10 "NES NINTENDO GAME  - KIRBY'S ADVENTURE" "Mount Waverley,VIC,Australia" EBAY-AU 2016-03-28T08:30:50.000Z 2016-04-07T08:30:50.000Z Games Auction 5000 EndedWithSales AU 0.0 51.0 AUD
11 "Kirby's Adventure Nintendo NES UK VERSION *Working*" "South Yarra,VIC,Australia" EBAY-AU 2016-03-26T10:36:55.000Z 2016-04-02T10:36:55.000Z Games Auction 5000 EndedWithoutSales Worldwide 0.0 55.0 AUD
12 "Kirby's Adventures (Nintendo NES, 1992)" "Baulkham Hills,NSW,Australia" EBAY-AU 2016-03-20T01:55:03.000Z 2016-03-31T01:13:57.000Z Games FixedPrice 4000 EndedWithSales AU 12.0 60.0 AUD
13 "Nintendo (NES) Console Game - Kirby's Adventure - RARE" Boronia,VIC,Australia EBAY-AU 2016-03-20T01:53:36.000Z 2016-03-30T01:53:36.000Z Games FixedPrice 5000 EndedWithoutSales AU 0.0 69.0 AUD
14 "Kirby's Adventure Nintendo NES UK VERSION *Working*" "South Yarra,VIC,Australia" EBAY-AU 2016-03-19T10:36:45.000Z 2016-03-26T10:36:45.000Z Games Auction 5000 EndedWithoutSales Worldwide 0.0 55.0 AUD
15 "Kirby's Fun Pak (Super Nintendo Entertainment System, 1997) Cartridge Only" "Patterson Lakes,VIC,Australia" EBAY-AU 2016-03-24T15:27:07.000Z 2016-03-25T08:52:18.000Z Games FixedPrice 5000 EndedWithSales AU 0.0 60.0 AUD
16 "Kirby's Adventure - NES game - NINTENDO *OZ seller*" Toorak,VIC,Australia EBAY-AU 2016-03-10T06:10:32.000Z 2016-03-14T08:06:14.000Z Games StoreInventory 5000 EndedWithSales AU 0.0 55.0 AUD
17 "Kirby's Ghost Trap - Super Nintendo Entertainment System (SNES)" Eaton,WA,Australia EBAY-AU 2016-03-07T06:47:01.000Z 2016-03-14T06:47:01.000Z Games Auction 4000 EndedWithSales AU 8.25 31.0 AUD
18 "Kirby's Ghost Trap (Super Nintendo Entertainment System, 1995, PAL)" Preston,VIC,Australia EBAY-AU 2016-02-26T10:52:58.000Z 2016-03-04T10:52:58.000Z Games Auction 5000 EndedWithSales Worldwide 8.25 22.35 AUD
19 "Kirby's Dream Course (Super Nintendo Entertainment System, 1995)" Gawler,SA,Australia EBAY-AU 2016-02-21T11:10:37.000Z 2016-02-28T11:10:37.000Z "Other Video Games" Auction 3000 EndedWithSales AU 10.0 56.0 AUD
20 "Kirby's Ghost Trap (Super Nintendo Entertainment System, 1995)" Waikerie,SA,Australia EBAY-AU 2016-02-20T07:16:23.000Z 2016-02-27T07:16:23.000Z "Other Video Games" Auction 3000 EndedWithSales AU 8.25 8.5 AUD
21 "Kirby's Adventure Nintendo NES PAL ⭐OZ SELLER GET IT FAST cart Only" "Avondale Heights,VIC,Australia" EBAY-AU 2016-01-07T11:50:40.000Z 2016-02-19T10:12:22.000Z Games StoreInventory 5000 EndedWithSales AU 0.0 67.9 AUD
22 "Kirby's Adventure Nintendo NES Pal A AUS SELLER Cartridge Good Condition" Rye,VIC,Australia EBAY-AU 2016-02-08T05:52:20.000Z 2016-02-13T10:46:39.000Z Games StoreInventory 5000 EndedWithSales AU 0.0 68.99 AUD
23 "N.E.S. GAMES X 2, KIRBY'S ADVENTURE, AUSSIE RULES FOOTY, BOXED!" Kelso,QLD,Australia EBAY-AU 2016-02-05T03:10:30.000Z 2016-02-10T03:10:30.000Z Games Auction 6000 EndedWithSales AU 8.25 69.0 AUD
0 "Shy Guy Custom Vinyl sticker 3DS Wii Nintendo NES SNES N64 Mario Kirby Toad " USA EBAY-US 2016-04-10T14:05:48.000Z 2016-04-20T21:40:58.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.09 GBP
1 "Shy Guy Custom Vinyl sticker 3DS Wii Nintendo NES SNES N64 Mario Kirby Toad " USA EBAY-US 2016-04-10T14:05:48.000Z 2016-04-20T21:40:58.000Z "Decals, Stickers & Vinyl Art" StoreInventory 1500 EndedWithoutSales US 7.87 2.09 GBP
2 "Nintendo Entertainment System 1993 Kirby's Adventure Sealed in Original Package" USA EBAY-US 2016-04-20T19:31:52.000Z 2016-04-20T19:38:31.000Z 1980s StoreInventory 1000 EndedWithSales Worldwide 16.04 27.9 GBP
3 "Super nes  kirbys dream course" "Dundee,United Kingdom" EBAY-GB 2016-04-15T18:40:11.000Z 2016-04-20T06:44:17.000Z Games Auction 5000 EndedWithoutSales GB 2.89 5.0 GBP
4 "Kirby's Adventure - NES Nintendo - PAL EU - Cartridge Only" "Glasgow,United Kingdom" EBAY-GB 2016-04-17T14:33:53.000Z 2016-04-18T17:59:47.000Z Games FixedPrice 4000 EndedWithSales GB 0.0 24.0 GBP
5 "* Nintendo NES * KIRBY'S ADVENTURE * MANUAL ONLY * NO GAME" "Leamington Spa,United Kingdom" EBAY-GB 2016-04-14T12:29:03.000Z 2016-04-18T13:17:06.000Z "Other Accessories" StoreInventory 3000 EndedWithSales US 0.0 14.97 GBP
6 "NINTENDO NES KIRBY,S - PAL B" "Bosnia and Herzegovina" EBAY-GB 2016-04-11T00:57:11.000Z 2016-04-18T00:57:11.000Z Games StoreInventory 4000 EndedWithoutSales Worldwide 3.5 27.0 GBP
7 "* KIRBY'S ADVENTURE * - NINTENDO NES GAME - PAL A VERSION - RARE" "Bournemouth,United Kingdom" EBAY-GB 2016-04-07T18:59:41.000Z 2016-04-17T18:59:41.000Z Games FixedPrice 6000 EndedWithoutSales Worldwide 3.0 29.95 GBP
