 Title Location eBaySite StartDateTime EndDateTime Category ListingType ItemCondition ListingSold ShippingLocations ShippingCost EndingPrice Currency
27 "TEENAGE MUTANT NINJA TURTLES 3 NES FRIDGE MAGNET IMAN NEVERA" Spagna EBAY-ES 2016-02-12T22:40:47.000Z 2016-03-26T14:01:28.000Z Imanes StoreInventory 1000 EndedWithoutSales AU 1.3 1.99 EUR
28 "JUEGO TORTUGAS NINJA (TEENAGE MUTANT HERO TURTLES) NINTENDO NES VERSIÓN PAL" Spagna EBAY-ES 2016-03-14T19:37:28.000Z 2016-03-24T19:37:28.000Z Otros Auction 3000 EndedWithoutSales EuropeanUnion 13.0 19.99 EUR
29 "Jeu Nintendo NES Teenage Mutant Hero Turtles II 2 Tortue Ninja Version PAL FRA" Francia EBAY-FR 2016-03-22T08:28:38.000Z 2016-03-22T23:03:11.000Z Jeux StoreInventory 5000 EndedWithSales Worldwide 9.0 24.99 EUR
30 "TEENAGE MUTANT HERO TURTLES LES TORTUES NINJA NES FRA NINTENDO ENTERTAINMENT SYS" Francia EBAY-FR 2016-03-12T11:24:47.000Z 2016-03-22T11:24:47.000Z Jeux Auction 6000 EndedWithSales Worldwide 8.0 5.5 EUR
31 "Jeu Nintendo NES Teenage Mutant Hero Turtles TMHT Tortue Ninja Version PAL FRA" Francia EBAY-FR 2016-02-08T10:03:30.000Z 2016-03-20T16:16:00.000Z Jeux FixedPrice 5000 EndedWithSales Worldwide 9.0 8.49 EUR
32 "RARE Teenage Mutant Ninja Turtles - Nintendo Famiclone / Famicom / NES " Bulgaria EBAY-GB 2016-03-14T23:56:48.000Z 2016-03-18T10:59:40.000Z Games FixedPrice 5000 EndedWithSales Worldwide 0.0 6.35 EUR
33 "TEENAGE MUTANT NINJA TURTLES NES Nintendo Controller Control Pad Overlay Sticker" "Regno Unito" EBAY-GB 2016-03-09T18:34:14.000Z 2016-03-17T23:52:36.000Z Controllers FixedPrice 1000 EndedWithSales Worldwide 2.54 4.45 EUR
34 "TEENAGE MUTANT HERO TURTLES TMHT TORTUES NINJA NINTENDO NES / NES / PAL FRA" Francia EBAY-FR 2016-03-11T10:42:55.000Z 2016-03-14T20:23:34.000Z Jeux StoreInventory 5000 EndedWithSales Worldwide 3.0 10.2 EUR
35 "TEENAGE MUTANT NINJA TURTLES NES KEYRING LLAVERO" Spagna EBAY-ES 2016-02-12T22:27:23.000Z 2016-03-11T17:13:52.000Z Otros StoreInventory 1000 EndedWithoutSales Worldwide 1.3 1.99 EUR
36 "VINTAGE NINTENDO NES TEENAGE NINJA MUTANT TURTLES GAME CARTRIDGE SNES PAL " "Regno Unito" EBAY-GB 2016-03-07T09:33:10.000Z 2016-03-09T20:53:56.000Z "TV, Movies & Video Games" StoreInventory 3000 EndedWithSales US 16.61 12.7 EUR
37 "Notice/Manuel Teenage Mutant Ninja Turtles Tortues Nintendo NES-88-FRA" Francia EBAY-FR 2016-01-24T14:20:03.000Z 2016-03-06T14:33:32.000Z Autres StoreInventory 3000 EndedWithSales GB 6.0 7.9 EUR
38 "Tortues Ninja Teenage Mutant Hero Turtles 2 The Arcade Game sur Nintendo NES !!!" Francia EBAY-FR 2016-02-23T08:52:29.000Z 2016-02-29T19:14:48.000Z Jeux StoreInventory 5000 EndedWithSales Worldwide 5.99 25.99 EUR
39 "Jeu Nintendo NES Teenage Mutant Hero Turtles II 2 Tortue Ninja Version PAL FRA" Francia EBAY-FR 2016-02-08T10:03:52.000Z 2016-02-26T08:12:27.000Z Jeux FixedPrice 5000 EndedWithSales Worldwide 9.0 24.99 EUR
40 "Lot jeux NINTENDO NES Teenage MUTANT Ninja HERO TURTLES 1 2 I Arcade FRA PAL B" Francia EBAY-FR 2016-02-14T21:27:07.000Z 2016-02-21T14:37:26.000Z Jeux FixedPrice 6000 EndedWithSales AU 26.0 30.0 EUR
41 "Nintendo Nes Teenage Mutant Ninja Turtles TMNT" "Regno Unito" EBAY-GB 2016-02-08T21:49:31.000Z 2016-02-15T21:49:31.000Z Games Auction 6000 EndedWithSales Worldwide 7.11 6.99 EUR
42 "Teenage Mutant Ninja Turtles game (PAL) for Nintendo Entertainment System (NES)" "Regno Unito" EBAY-GB 2016-02-07T20:32:58.000Z 2016-02-14T20:32:58.000Z Games Auction 6000 EndedWithSales EuropeanUnion 9.53 21.27 EUR
43 "Teenage Mutant Hero Turtles / Tortues Ninja - Nintendo NES - Loose" Francia EBAY-FR 2015-12-09T22:04:57.000Z 2016-02-12T11:20:57.000Z Jeux StoreInventory 5000 EndedWithSales Worldwide 4.7 12.75 EUR
44 "TEENAGE MUTANT NINJA TURTLES NES Nintendo Controller Control Pad Overlay Sticker" "Regno Unito" EBAY-GB 2016-01-08T23:16:00.000Z 2016-02-07T23:16:00.000Z Controllers FixedPrice 1000 EndedWithSales Worldwide 2.54 4.45 EUR
45 "Jeux Teenage Mutant Ninja Turtles - Nintendo NES" Francia EBAY-FR 2015-09-09T20:07:31.000Z 2016-02-06T17:02:27.000Z Jeux StoreInventory 5000 EndedWithSales AU 12.0 7.95 EUR
46 "NINTENDO NES - NTSC - BOXED - TEENAGE MUTANT NINJA TURTLES 2 THE ARCADE GAME" "Regno Unito" EBAY-GB 2016-01-30T20:23:54.000Z 2016-02-02T20:23:54.000Z Games Auction 5000 EndedWithSales Worldwide 10.8 45.72 EUR
47 "NINTENDO NES - NTSC - BOXED - TMNT - TEENAGE MUTANT NINJA TURTLES" "Regno Unito" EBAY-GB 2016-01-30T20:20:54.000Z 2016-02-02T20:20:54.000Z Games Auction 5000 EndedWithSales Worldwide 10.8 29.21 EUR
48 "Tortues Ninja/Teenage Mutant Hero Turtles NINTENDO NES-88-FRA PAL B Palcom" Francia EBAY-FR 2016-01-20T14:40:20.000Z 2016-01-30T14:40:20.000Z Jeux Auction 5000 EndedWithSales Worldwide 5.0 7.16 EUR
0 "PROBOTECTOR Nintendo NES PAL A Aus Cartridge only *Konami Contra" Yarraville,VIC,Australia EBAY-AU 2016-04-10T06:31:11.000Z 2016-04-20T06:31:11.000Z Games FixedPrice 5000 EndedWithoutSales AU 0.0 60.0 AUD
1 "PROBOTECTOR (NES Game) Contra B" "United Kingdom" EBAY-AU 2016-03-14T20:33:39.000Z 2016-04-13T20:33:39.000Z Games FixedPrice 5000 EndedWithoutSales AU 4.9 65.9 AUD
2 "PROBOTECTOR (NES Game) Contra A" "United Kingdom" EBAY-AU 2016-03-12T20:01:47.000Z 2016-04-11T20:01:47.000Z Games FixedPrice 4000 EndedWithoutSales AU 4.9 69.9 AUD
3 "NES Probotector" Ashmore,QLD,Australia EBAY-AU 2016-04-07T14:22:26.000Z 2016-04-07T22:19:48.000Z Games FixedPrice 6000 EndedWithSales AU 8.25 25.0 AUD
4 "Probotector Nintendo NES Cartridge PAL Cleaned & Tested" Hornsby,NSW,Australia EBAY-AU 2016-03-08T11:20:53.000Z 2016-04-07T11:20:53.000Z Games StoreInventory 5000 EndedWithoutSales AU 10.2 79.95 AUD
5 "Probotector Nintendo NES PAL" "Henley Brook,WA,Australia" EBAY-AU 2016-03-22T12:32:13.000Z 2016-04-06T23:23:38.000Z Games StoreInventory 4000 EndedWithSales AU 0.0 60.0 AUD
6 "Probotector Nes " Melbourne,VIC,Australia EBAY-AU 2016-03-27T09:30:34.000Z 2016-04-06T09:30:34.000Z Games Auction 4000 EndedWithSales AU 0.0 42.0 AUD
7 "Probotector NES - Including box & manual." Mackay,QLD,Australia EBAY-AU 2016-03-24T02:00:24.000Z 2016-04-03T02:00:24.000Z Games FixedPrice 6000 EndedWithoutSales AU 10.0 59.99 AUD
8 "Probotector NES game Konami MATTEL Nintendo box PAL contra" "Mona Vale,NSW,Australia" EBAY-AU 2016-03-25T08:00:52.000Z 2016-04-01T08:00:52.000Z Games Auction 4000 EndedWithSales AU 9.0 46.0 AUD
9 "Probotector Immaculate Condition Nintendo NES" Bankstown,NSW,Australia EBAY-AU 2016-03-22T12:35:47.000Z 2016-03-27T12:35:47.000Z "Other Video Games" StoreInventory 3000 EndedWithoutSales AU 0.0 50.0 AUD
10 "Probotector - Nintendo NES - PAL - CLEANED & TESTED" Bringelly,NSW,Australia EBAY-AU 2016-03-19T06:07:22.000Z 2016-03-23T03:14:36.000Z Games StoreInventory 6000 EndedWithSales AU 0.0 44.99 AUD
11 "6x Boxed Nintendo NES PAL Games - Castlevania, Probotector, Power Blade & more" Gladstone,QLD,Australia EBAY-AU 2016-02-29T09:55:52.000Z 2016-03-10T09:55:52.000Z Games Auction 6000 EndedWithSales AU 13.4 152.5 AUD
12 "Probotector NES" "Allambie Heights,NSW,Australia" EBAY-AU 2016-02-27T04:39:05.000Z 2016-03-05T04:39:05.000Z Games Auction 4000 EndedWithSales AU 8.25 32.0 AUD
13 "Probotector Nes - Box only" "Hallett Cove,SA,Australia" EBAY-AU 2016-02-26T07:36:04.000Z 2016-03-04T07:36:04.000Z Games Auction 6000 EndedWithSales AU 8.0 7.05 AUD
14 "Probotector 2 NES - Including box & manual." Mackay,QLD,Australia EBAY-AU 2016-02-17T08:53:39.000Z 2016-02-27T08:05:26.000Z Games FixedPrice 6000 EndedWithSales AU 10.0 199.99 AUD
15 "Nintendo Entertainment System - Probotector - NES - Konami - Contra series" Tarragindi,QLD,Australia EBAY-AU 2016-02-03T09:37:59.000Z 2016-02-13T09:37:59.000Z Games Auction 4000 EndedWithSales Worldwide 8.9 42.0 AUD
16 "N.E.S. GAMES X 2, PROBOTECTOR II, JOURNEY TO SILIUS, BOXED!" Kelso,QLD,Australia EBAY-AU 2016-02-05T04:04:59.000Z 2016-02-10T04:04:59.000Z Games Auction 6000 EndedWithSales AU 8.25 222.0 AUD
17 "Probotector (Nintendo Entertainment System, 1990)" Toowoomba,QLD,Australia EBAY-AU 2016-01-30T08:55:57.000Z 2016-02-06T08:55:57.000Z Games Auction 4000 EndedWithSales AU 8.25 41.0 AUD
18 "Super Probotector: Alien Rebels (Super Nintendo Entertainment System, 1992)" Toowoomba,QLD,Australia EBAY-AU 2016-01-30T06:17:57.000Z 2016-02-06T06:17:57.000Z Games Auction 4000 EndedWithSales AU 7.0 37.01 AUD
19 "Nintendo Entertainment System - Probotector - NES - Konami - Contra series" Tarragindi,QLD,Australia EBAY-AU 2016-02-03T09:05:33.000Z 2016-02-03T09:13:21.000Z Games Auction 4000 EndedWithSales Worldwide 8.9 19.95 AUD
0 "Probotector / Contra - Nintendo NES - PAL A" "Wigan,United Kingdom" EBAY-GB 2016-04-18T18:47:52.000Z 2016-04-21T18:47:52.000Z Games FixedPrice 5000 EndedWithoutSales GB 0.0 29.99 GBP
1 "Nintendo NES Probotector 2 Return of the Evil Forces - Boxed w/ Instructions" "Solihull,United Kingdom" EBAY-GB 2016-04-11T12:42:09.000Z 2016-04-21T12:42:09.000Z Games Auction 5000 EndedWithSales GB 2.0 70.98 GBP
2 "Nintendo NES Probotector  - Boxed w/ Instructions" "Solihull,United Kingdom" EBAY-GB 2016-04-11T12:38:44.000Z 2016-04-21T12:38:44.000Z Games Auction 4000 EndedWithSales GB 2.0 54.0 GBP
3 "Probotector 2 - NES Nintendo - Original cartridge and custom case" "Croatia, Republic of" EBAY-GB 2016-04-11T02:03:57.000Z 2016-04-19T05:33:26.000Z Games FixedPrice 4000 EndedWithSales Worldwide 3.5 39.89 GBP
4 "✨ Super Nintendo Entertainment System Snes Super Probotector Alien Rebels ✨" "Sheffield,United Kingdom" EBAY-GB 2016-04-06T17:09:48.000Z 2016-04-18T20:02:34.000Z Games FixedPrice 5000 EndedWithSales GB 0.0 27.0 GBP
5 "NES Probotector PAL A Cartridge" "Warrington,United Kingdom" EBAY-GB 2016-04-07T18:36:56.000Z 2016-04-17T18:35:55.000Z Games Auction 6000 EndedWithSales GB 2.6 17.0 GBP
6 "Probotector NES Game" "Herne Bay,United Kingdom" EBAY-GB 2016-04-10T16:12:26.000Z 2016-04-17T16:12:26.000Z Games Auction 5000 EndedWithSales GB 1.6 30.0 GBP
7 "Customed NES Probotector" Sweden EBAY-GB 2016-04-05T18:46:33.000Z 2016-04-15T18:46:33.000Z Consoles Auction 3000 EndedWithoutSales Worldwide 5.0 210.0 GBP
8 "Probotector Alien Rebels ~ Super Nintendo SNES Game Collectors NES N64" "Leicester,United Kingdom" EBAY-GB 2016-04-09T20:05:40.000Z 2016-04-14T20:05:40.000Z Games Auction 5000 EndedWithSales AU 3.5 82.0 GBP
9 "PROBOTECTOR For the NES , Boxed With Instructions - RARE" "Bournemouth,United Kingdom" EBAY-GB 2016-04-12T19:29:35.000Z 2016-04-13T00:37:49.000Z Games FixedPrice 6000 EndedWithSales GB 0.0 36.99 GBP
10 "Nintendo NES Contra (Like Probotector) Game Cartridge NTSC USA Version" "Haverhill,United Kingdom" EBAY-GB 2016-04-10T16:59:28.000Z 2016-04-10T19:14:02.000Z Games FixedPrice 6000 EndedWithSales GB 3.5 28.0 GBP
11 "Probotector - Nintendo NES game Pal A  " "Portsmouth,United Kingdom" EBAY-GB 2016-04-10T12:02:26.000Z 2016-04-10T13:32:34.000Z Games FixedPrice 5000 EndedWithSales GB 1.99 34.99 GBP
12 "Probotector Nes Nintendo PAL A Game Cartridge " "Bromley,United Kingdom" EBAY-GB 2016-04-07T14:34:31.000Z 2016-04-07T19:39:37.000Z Games FixedPrice 6000 EndedWithSales GB 0.0 29.99 GBP
13 "NINTENDO NES PROBOTECTOR 2 Return Of The Evil Forces RARE BOXED INST PAL A" "Morecambe,United Kingdom" EBAY-GB 2015-09-24T18:58:17.000Z 2016-04-07T10:00:09.000Z Games StoreInventory 6000 EndedWithoutSales Worldwide 0.0 99.99 GBP
14 "Probotector 2 Nes PAL Nintendo Mint RARE" "Yeovil,United Kingdom" EBAY-GB 2016-03-07T17:55:16.000Z 2016-04-06T17:55:16.000Z Games FixedPrice 2750 EndedWithoutSales GB 3.3 200.0 GBP
15 "Customed NES Probotector" Sweden EBAY-GB 2016-03-26T18:04:04.000Z 2016-04-05T18:04:04.000Z Consoles Auction 3000 EndedWithoutSales Worldwide 5.0 210.0 GBP
16 "Probotector 2 - Nintendo NES game Pal A  " "Eyemouth,United Kingdom" EBAY-GB 2016-03-12T11:04:12.000Z 2016-04-05T15:03:50.000Z Games FixedPrice 5000 EndedWithSales Worldwide 1.5 49.99 GBP
17 "Probotector Nes Nintendo PAL A Game Cartridge " "Feltham,United Kingdom" EBAY-GB 2016-03-28T19:48:41.000Z 2016-04-04T19:48:41.000Z Games Auction 5000 EndedWithSales GB 2.4 28.0 GBP
18 "Nintendo Nes Probotector 2 Collectors CIB" "Jersey,United Kingdom" EBAY-GB 2016-03-28T20:14:23.000Z 2016-04-03T19:53:41.000Z Games FixedPrice 2750 EndedWithSales GB 3.5 199.99 GBP
19 "NINTENDO NES PROBOTECTOR game cart Rare Konami shooter " "St. Helens,United Kingdom" EBAY-GB 2016-03-19T06:18:12.000Z 2016-03-31T20:39:24.000Z Games FixedPrice 4000 EndedWithSales GB 2.0 20.0 GBP
20 "Probotector Nintendo NES Game PAL A UK Complete Boxed Rare Retro Vintage 1990  " "London,United Kingdom" EBAY-GB 2016-03-28T20:24:13.000Z 2016-03-30T20:43:19.000Z Games FixedPrice 5000 EndedWithSales GB 3.5 59.99 GBP
21 "PROBOTECTOR boxed game for Nintendo NES PAL" "Haywards Heath,United Kingdom" EBAY-GB 2016-02-28T20:32:30.000Z 2016-03-29T20:32:30.000Z Games StoreInventory 5000 EndedWithoutSales GB 0.0 64.99 GBP
22 "probotector Nintendo nes pal A" "Bromley,United Kingdom" EBAY-GB 2016-03-23T06:40:08.000Z 2016-03-28T06:40:08.000Z Games Auction 4000 EndedWithSales GB 3.0 25.0 GBP
23 "Customed NES Probotector" Sweden EBAY-GB 2016-03-16T18:00:25.000Z 2016-03-26T18:00:25.000Z Consoles Auction 3000 EndedWithoutSales Worldwide 5.0 210.0 GBP
24 "Probotector Nintendo NES Game PAL A UK Complete Boxed Rare Retro Vintage 1990  " "London,United Kingdom" EBAY-GB 2016-02-24T00:39:05.000Z 2016-03-25T00:39:05.000Z Games FixedPrice 5000 EndedWithoutSales GB 3.5 59.99 GBP
25 "Probotector Nintendo Entertainment System Nes Complete Pal Very Rare" "Stoke-on-Trent,United Kingdom" EBAY-GB 2016-03-17T16:09:40.000Z 2016-03-24T16:09:40.000Z Games Auction 4000 EndedWithSales GB 3.0 48.77 GBP
26 "Super Probotector Alien Rebels - SNES Video Game PAL Version Super NES Nintendo" "Norwich,United Kingdom" EBAY-GB 2016-03-19T20:08:52.000Z 2016-03-20T21:32:49.000Z Games FixedPrice 5000 EndedWithSales Worldwide 0.0 25.0 GBP
27 "Probotector - Nintendo NES game Pal A  " "Eyemouth,United Kingdom" EBAY-GB 2016-03-12T11:02:50.000Z 2016-03-16T00:31:40.000Z Games FixedPrice 5000 EndedWithSales Worldwide 1.5 34.99 GBP
28 "PROBOTECTOR 2 II Nintendo Entertainment System NES PAL A" "Ashford,United Kingdom" EBAY-GB 2016-03-03T19:00:41.000Z 2016-03-13T19:00:41.000Z Games Auction 5000 EndedWithSales GB 3.0 68.88 GBP
29 "PROBOTECTOR Nintendo Entertainment System NES PAL A" "Ashford,United Kingdom" EBAY-GB 2016-03-03T19:00:04.000Z 2016-03-13T19:00:04.000Z Games Auction 5000 EndedWithSales GB 3.0 49.88 GBP
30 "PROBOTECTOR boxed game for Nintendo NES PAL ""A"" by Konami" "Boston,United Kingdom" EBAY-GB 2016-02-10T15:45:44.000Z 2016-03-11T00:43:57.000Z Games FixedPrice 6000 EndedWithSales GB 0.0 52.0 GBP
31 "Probotector for Nintendo NES Game Complete Boxed" "Stockton-on-Tees,United Kingdom" EBAY-GB 2016-02-11T13:01:50.000Z 2016-03-07T17:47:32.000Z Games StoreInventory 5000 EndedWithSales AU 0.0 72.0 GBP
32 "PROBOTECTOR ~ NINTENDO NES ~PAL~FREE 1ST CLASS REC P+P~600+ RETRO GAMES IN SHOP" "Swindon,United Kingdom" EBAY-GB 2015-10-16T10:17:14.000Z 2016-03-07T14:20:51.000Z Games StoreInventory 5000 EndedWithSales GB 0.0 32.99 GBP
33 "Probotector II: Return of the Evil Forces Nintendo NES (Contra)" "Macclesfield,United Kingdom" EBAY-GB 2016-03-06T16:34:23.000Z 2016-03-07T08:42:19.000Z Games FixedPrice 4000 EndedWithSales GB 0.0 75.0 GBP
34 "PROBOTECTOR II (2) RETURN OF THE EVIL FORCES - Nintendo (NES) Console Video Game" "Ruislip,United Kingdom" EBAY-GB 2016-02-28T20:39:13.000Z 2016-03-06T20:39:13.000Z Games Auction 4000 EndedWithSales Worldwide 1.4 35.0 GBP
35 "Probotector game with box PAL NES Nintendo" "Tilbury,United Kingdom" EBAY-GB 2016-02-24T19:17:37.000Z 2016-03-05T19:17:37.000Z Games Auction 6000 EndedWithSales GB 3.5 21.0 GBP
36 "Probotector NES PAL" "Kettering,United Kingdom" EBAY-GB 2016-03-05T11:44:15.000Z 2016-03-05T12:59:24.000Z Games FixedPrice 4000 EndedWithSales GB 1.26 35.0 GBP
37 "NES PROBOTECTOR II 2 RETURN OF THE EVIL FORCES BOX ONLY PAL B NEW NO GAME MANUAL" Portugal EBAY-GB 2016-02-02T15:31:19.000Z 2016-03-03T15:31:19.000Z "Cases, Covers & Bags" StoreInventory 1000 EndedWithSales Worldwide 7.5 19.0 GBP
38 "Probotector nes" "Bishop Auckland,United Kingdom" EBAY-GB 2016-02-18T21:23:06.000Z 2016-02-25T20:33:00.000Z Games FixedPrice 5000 EndedWithSales GB 1.26 19.0 GBP
39 "PROBOTECTOR - NINTENDO NES GAME CART ONLY PAL" "Crawley,United Kingdom" EBAY-GB 2016-02-14T23:09:33.000Z 2016-02-19T07:31:29.000Z Games StoreInventory 4000 EndedWithSales GB 0.0 29.99 GBP
40 "Probotector Nintendo NES (pal)" "Redruth,United Kingdom" EBAY-GB 2016-02-10T18:25:58.000Z 2016-02-15T18:25:58.000Z Games Auction 5000 EndedWithSales GB 2.2 34.09 GBP
41 "PROBOTECTOR game - for Nintendo NES console UK PAL ""A"" Konami" "Boston,United Kingdom" EBAY-GB 2016-01-22T14:48:05.000Z 2016-02-10T12:26:07.000Z Games FixedPrice 6000 EndedWithSales GB 0.0 28.5 GBP
42 "Probotector NES Nintendo Konami Contra PAL" "Barnsley,United Kingdom" EBAY-GB 2016-02-04T13:53:30.000Z 2016-02-10T08:46:47.000Z "Other Video Games & Consoles" FixedPrice 5000 EndedWithSales US 0.0 22.98 GBP
43 "NES PROBOTECTOR Cleaned and tested cheap bargain retro " "Gateshead,United Kingdom" EBAY-GB 2016-01-31T08:25:12.000Z 2016-02-07T08:25:12.000Z Games Auction 5000 EndedWithSales GB 3.5 10.55 GBP
44 "Probotector TESTED CLEANED NES Nintendo Retro Video Game PAL A" "Scarborough,United Kingdom" EBAY-GB 2016-01-30T22:13:40.000Z 2016-02-06T22:13:40.000Z Games Auction 4000 EndedWithSales US 2.99 27.01 GBP
45 "Probotector II Return of the Evil Forces" "Dungannon,United Kingdom" EBAY-GB 2016-02-05T20:30:27.000Z 2016-02-05T21:25:35.000Z Games FixedPrice 4000 EndedWithSales GB 3.0 80.0 GBP
46 "PROBOTECTOR for NINTENDO NES by KONAMI Game Cartridge - NES-77-UKV - PAL UK" "Luton,United Kingdom" EBAY-GB 2016-02-05T19:39:38.000Z 2016-02-05T21:21:14.000Z Games FixedPrice 6000 EndedWithSales GB 3.5 19.99 GBP
47 "NINTENDO NES SUPER PROBOTECTOR! PAL A! L@@K!" "Bristol,United Kingdom" EBAY-GB 2016-02-03T19:00:54.000Z 2016-02-05T14:01:12.000Z Games FixedPrice 6000 EndedWithSales GB 1.26 22.99 GBP
48 "NINTENDO NES PROBOTECTOR PAL A, Cart Only" "Girvan,United Kingdom" EBAY-GB 2016-02-01T20:10:01.000Z 2016-02-04T20:23:45.000Z Games FixedPrice 6000 EndedWithSales GB 1.26 25.0 GBP
49 "PROBOTECTOR Nintendo NES GAME Cart Pal A ~ Tested ~ Fast Post" "Bristol,United Kingdom" EBAY-GB 2016-01-28T20:45:56.000Z 2016-02-04T12:56:38.000Z Games StoreInventory 5000 EndedWithSales Worldwide 0.0 29.99 GBP
50 "NINTENDO NES PROBOTECTOR 2 Return Of The Evil Forces" "Feltham,United Kingdom" EBAY-GB 2016-01-24T17:37:01.000Z 2016-01-31T17:37:01.000Z Games Auction 6000 EndedWithSales GB 2.05 25.0 GBP
51 "nintendo nes game PROBOTECTOR " "Southend-on-Sea,United Kingdom" EBAY-GB 2016-01-28T16:43:52.000Z 2016-01-31T16:43:52.000Z Games Auction 5000 EndedWithSales Worldwide 3.5 37.0 GBP
52 "NES Probotector PAL rare 1st class signed for postage" "Bournemouth,United Kingdom" EBAY-GB 2016-01-24T14:47:56.000Z 2016-01-31T14:47:56.000Z Games Auction 4000 EndedWithSales GB 3.0 16.01 GBP
53 "VINTAGE SUPER NINTENDO ENTERTAINMENT SYSTEM SNES SUPER PROBOTECTOR ALIEN REBELS" "Manchester,United Kingdom" EBAY-GB 2015-11-01T15:00:54.000Z 2016-01-29T04:20:40.000Z Games FixedPrice 6000 EndedWithSales Worldwide 0.0 59.99 GBP
54 "PROBOTECTOR - NINTENDO NES GAME CART ONLY with SLEEVE PAL" "London,United Kingdom" EBAY-GB 2016-01-24T23:30:50.000Z 2016-01-28T18:35:02.000Z Games FixedPrice 5000 EndedWithSales GB 2.5 21.0 GBP
55 "Probotector Nes Nintendo Good Condition PAL A" "Hampton,United Kingdom" EBAY-GB 2015-12-01T13:14:40.000Z 2016-01-26T19:44:39.000Z Games StoreInventory 6000 EndedWithSales Worldwide 0.0 29.99 GBP
56 "Probotector NES RARE GAME - FREE SHIPPING" "Bournemouth,United Kingdom" EBAY-GB 2016-01-26T15:11:30.000Z 2016-01-26T15:25:14.000Z Games Auction 5000 EndedWithSales GB 0.0 14.99 GBP
57 "Probotector INSTRUCTION MANUAL ONLY booklet for Nintendo NES game" "Durham,United Kingdom" EBAY-GB 2016-01-04T23:09:39.000Z 2016-01-23T12:38:13.000Z "Strategy & Cheat Guides" FixedPrice 5000 EndedWithSales GB 1.5 8.0 GBP
0 "NES PROBOTECTOR KONAMI VERSIONE B COME NUOVO COMPLETO RARO!!!!!!" Catania,Italia EBAY-IT 2016-04-11T20:34:56.000Z 2016-04-21T20:34:56.000Z Giochi FixedPrice 2750 EndedWithoutSales IT 10.0 43.0 EUR
1 "JEU NINTENDO NES - PROBOTECTOR 1 - EN BOITE VERSION PAL B" Francia EBAY-FR 2016-04-03T15:56:24.000Z 2016-04-21T15:09:20.000Z Jeux StoreInventory 5000 EndedWithSales Worldwide 9.9 44.9 EUR
2 "Probotector II Return Of The Evil Forces - Nintendo NES - PAL B - top Zustand " Germania EBAY-DE 2016-03-21T20:53:58.000Z 2016-04-20T20:53:58.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithoutSales Americas 7.0 49.9 EUR
3 "Probotector 1 FRA  nintendo NES" Francia EBAY-FR 2016-04-10T18:26:27.000Z 2016-04-20T18:26:27.000Z Jeux FixedPrice 5000 EndedWithoutSales Americas 15.0 65.0 EUR
4 "PROBOTECTOR__NES_NINTENDO__PAL / ESPAÑA__FOTOS DENTRO__CIB" Spagna EBAY-ES 2016-04-17T00:22:22.000Z 2016-04-19T21:36:16.000Z Videojuegos FixedPrice 5000 EndedWithoutSales Americas 12.85 99.95 EUR
5 "Nintendo NES Spiel Probotector 1 NEU +ovp +Anleitung cib. PAL B new, mint." Germania EBAY-DE 2016-03-20T08:48:02.000Z 2016-04-19T08:48:02.000Z "PC- & Videospiele" FixedPrice 1000 EndedWithoutSales Europe 17.99 280.0 EUR
6 "RARE ! Probotector Jeu d’Action Intense sur Nintendo NES !!!!" Francia EBAY-FR 2016-04-08T12:53:43.000Z 2016-04-18T12:53:43.000Z Jeux FixedPrice 5000 EndedWithoutSales EuropeanUnion 5.99 37.99 EUR
7 "JEU NINTENDO NES - PROBOTECTOR 2 RETURN OF THE EVIL FORCES - BOITE VERSION PAL B" Francia EBAY-FR 2016-03-19T20:00:51.000Z 2016-04-17T22:14:59.000Z Jeux StoreInventory 4000 EndedWithSales Worldwide 9.9 89.9 EUR
8 "PROBOTECTOR JEU NES NINTENDO" Francia EBAY-FR 2016-04-17T18:45:33.000Z 2016-04-17T19:48:38.000Z Jeux FixedPrice 5000 EndedWithSales Worldwide 18.0 30.0 EUR
9 "PROBOTECTOR__NES_NINTENDO__PAL / ESPAÑA__FOTOS DENTRO__CIB" Spagna EBAY-ES 2016-04-07T00:22:13.000Z 2016-04-17T00:22:13.000Z Videojuegos FixedPrice 5000 EndedWithoutSales Americas 12.85 99.95 EUR
10 "Probotector 2 - Nintendo NES - Complete - PAL FRA" Spagna EBAY-ES 2016-04-06T18:30:14.000Z 2016-04-16T18:30:14.000Z Videojuegos FixedPrice 5000 EndedWithoutSales Worldwide 12.0 129.0 EUR
11 "NINTENDO NES SPIEL PROBOTECTOR II RETURN OF THE EVIL FORCES PAL-B MODUL" Germania EBAY-DE 2016-03-17T17:36:22.000Z 2016-04-16T17:36:22.000Z "PC- & Videospiele" StoreInventory 4000 EndedWithoutSales Worldwide 6.99 89.99 EUR
12 "Nintendo ES - NES Spiel PROBOTECTOR (B - Ware) #047B" Germania EBAY-DE 2016-04-14T05:01:41.000Z 2016-04-16T14:39:32.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales Worldwide 6.95 34.6 EUR
13 "Probotector OVP/CIB boxed Nintendo NES PAL-B" Germania EBAY-DE 2016-04-14T14:44:18.000Z 2016-04-16T10:50:52.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 6.0 97.49 EUR
